Row Id,Row Id.,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner,NUMCHLD,INCOME,gender,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT,TARGET_B,TARGET_D
2293,17106,0,0,0,1,1,1.0,5.0,0,8.0,642.0,323.0,393.0,9.0,25.0,45.0,13.0,13.0,31.0,6.0,9.0,0.0,0.0
2294,17111,0,0,0,1,0,1.0,1.0,0,8.0,1316.0,271.0,298.0,26.0,26.0,57.0,21.0,21.0,29.0,7.0,19.0,0.0,0.0
2295,17113,0,0,1,0,1,1.0,4.0,1,8.0,800.0,448.0,516.0,0.0,30.0,59.0,5.0,4.0,29.0,9.0,3.470588235,0.0,0.0
2296,17119,1,0,0,0,1,1.0,4.0,1,8.0,836.0,265.0,334.0,16.0,31.0,82.0,25.0,20.0,29.0,3.0,20.5,0.0,0.0
2297,17126,1,0,0,0,1,2.0,3.0,1,8.0,566.0,354.0,398.0,7.0,24.0,30.0,10.0,10.0,32.0,1.0,7.5,1.0,15.0
2298,17128,0,0,0,1,1,1.0,1.0,0,7.0,1947.0,519.0,517.0,9.0,51.0,87.0,15.0,5.0,30.0,7.0,8.7,0.0,0.0
2299,17139,0,0,0,1,0,1.0,2.0,1,3.0,783.0,340.0,416.0,20.0,66.0,163.0,16.0,10.0,34.0,6.0,10.86666667,1.0,11.0
2300,17143,0,0,0,1,1,1.0,7.0,0,8.0,3416.0,287.0,400.0,17.0,16.0,15.0,15.0,15.0,37.0,5.0,15.0,0.0,0.0
2301,17158,0,0,0,1,1,1.0,2.0,1,8.0,1069.0,434.0,459.0,5.0,51.0,85.0,12.0,5.0,35.0,4.0,5.3125,0.0,0.0
2302,17163,1,0,0,0,0,1.0,2.0,0,8.0,423.0,252.0,281.0,34.0,34.0,76.0,12.0,10.0,29.0,6.0,6.333333333,1.0,8.0
2303,17172,0,1,0,0,0,1.0,7.0,0,8.0,487.0,275.0,316.0,20.0,26.0,30.0,20.0,20.0,36.0,10.0,15.0,0.0,0.0
2304,17178,0,1,0,0,1,1.0,5.0,1,3.0,494.0,330.0,366.0,13.0,103.0,233.0,25.0,25.0,31.0,3.0,12.2631579,1.0,20.0
2305,17197,0,0,0,1,1,1.0,6.0,0,8.0,1118.0,556.0,630.0,0.0,25.0,38.0,16.0,12.0,31.0,7.0,12.66666667,0.0,0.0
2306,17200,0,0,0,1,1,1.0,2.0,1,1.0,1001.0,226.0,280.0,30.0,59.0,124.0,20.0,14.0,29.0,9.0,13.77777778,0.0,0.0
2307,17208,0,0,0,1,1,1.0,3.0,1,5.0,593.0,308.0,317.0,27.0,83.0,140.0,10.0,5.0,28.0,12.0,4.375,0.0,0.0
2308,17209,1,0,0,0,1,1.0,7.0,1,9.0,963.0,505.0,511.0,4.0,60.0,87.0,10.0,10.0,35.0,11.0,7.25,1.0,10.0
2309,17213,1,0,0,0,1,1.0,4.0,0,8.0,609.0,311.0,339.0,11.0,20.0,42.0,22.0,22.0,32.0,5.0,21.0,1.0,21.0
2310,17219,1,0,0,0,1,1.0,5.0,0,3.0,604.0,256.0,379.0,22.0,37.0,70.0,20.0,18.0,37.0,2.0,14.0,0.0,0.0
2311,17223,0,1,0,0,1,1.0,4.0,1,3.0,451.0,294.0,319.0,17.0,55.0,42.0,5.0,5.0,31.0,21.0,2.625,1.0,5.0
2312,17241,0,0,0,1,1,1.0,4.0,0,8.0,751.0,431.0,512.0,10.0,48.0,70.0,14.0,5.0,29.0,25.0,8.75,1.0,8.0
2313,17254,1,0,0,0,1,2.0,6.0,1,8.0,1157.0,566.0,612.0,1.0,15.0,20.0,20.0,20.0,37.0,5.0,20.0,0.0,0.0
2314,17255,0,0,0,1,1,1.0,4.0,1,3.0,1034.0,455.0,482.0,0.0,83.0,141.0,10.0,8.0,30.0,5.0,7.05,1.0,5.0
2315,17266,0,0,0,1,1,1.0,1.0,1,8.0,889.0,398.0,471.0,4.0,76.0,110.0,10.0,10.0,31.0,2.0,6.1111111110000005,0.0,0.0
2316,17271,0,1,0,0,0,1.0,1.0,0,3.0,489.0,294.0,286.0,20.0,54.0,215.0,30.0,30.0,28.0,10.0,19.54545455,0.0,0.0
2317,17273,0,0,1,0,0,1.0,7.0,1,4.0,274.0,259.0,280.0,16.0,55.0,97.0,11.0,3.0,28.0,22.0,6.928571429,1.0,10.0
2318,17289,0,0,0,1,1,1.0,2.0,1,8.0,888.0,288.0,390.0,29.0,25.0,64.0,17.0,15.0,18.0,6.0,16.0,1.0,10.0
2319,17298,0,0,1,0,1,1.0,5.0,1,8.0,1017.0,540.0,524.0,6.0,36.0,59.0,10.0,10.0,29.0,2.0,8.428571429,0.0,0.0
2320,17303,0,1,0,0,1,1.0,4.0,0,8.0,535.0,355.0,365.0,12.0,18.0,25.0,25.0,25.0,37.0,5.0,25.0,1.0,45.0
2321,17305,0,0,1,0,1,2.0,4.0,0,8.0,783.0,447.0,459.0,0.0,43.0,70.0,11.0,11.0,29.0,7.0,8.75,0.0,0.0
2322,17327,0,0,0,1,0,1.0,2.0,0,8.0,860.0,298.0,332.0,19.0,38.0,115.0,24.0,24.0,32.0,5.0,12.77777778,0.0,0.0
2323,17334,0,0,1,0,0,1.0,5.0,1,6.0,903.0,473.0,508.0,6.0,41.0,58.0,15.0,15.0,33.0,7.0,8.285714286000001,0.0,0.0
2324,17335,0,0,0,1,1,1.0,4.0,1,7.0,971.0,377.0,448.0,14.0,64.0,95.0,20.0,20.0,36.0,5.0,7.916666667,0.0,0.0
2325,17343,0,1,0,0,0,1.0,3.0,0,3.0,578.0,205.0,251.0,37.0,66.0,144.0,14.0,14.0,30.0,6.0,10.28571429,1.0,15.0
2326,17354,0,0,0,1,1,1.0,4.0,0,8.0,773.0,389.0,412.0,4.0,62.0,78.0,12.0,11.0,30.0,7.0,6.0,0.0,0.0
2327,17355,0,0,0,1,1,1.0,4.0,1,4.0,1266.0,410.0,433.0,7.0,60.0,90.0,12.0,12.0,31.0,3.0,6.923076922999999,1.0,10.0
2328,17361,0,0,1,0,1,1.0,2.0,0,8.0,377.0,189.0,271.0,41.0,28.0,80.0,10.0,10.0,31.0,2.0,10.0,1.0,5.0
2329,17365,0,0,1,0,1,1.0,7.0,1,8.0,774.0,431.0,455.0,5.0,49.0,52.0,20.0,20.0,36.0,2.0,7.428571429,0.0,0.0
2330,17377,0,0,0,1,1,1.0,1.0,0,8.0,459.0,372.0,391.0,12.0,37.0,92.0,11.0,10.0,31.0,5.0,9.2,0.0,0.0
2331,17378,0,0,0,0,1,1.0,4.0,0,2.0,1269.0,321.0,328.0,17.0,47.0,86.0,15.0,13.0,29.0,12.0,9.555555556,0.0,0.0
2332,17380,0,0,1,0,0,1.0,1.0,1,0.0,406.0,336.0,361.0,17.0,71.0,245.0,13.0,7.0,31.0,8.0,9.423076923,0.0,0.0
2333,17395,0,0,0,1,1,1.0,6.0,1,8.0,5769.0,1340.0,1144.0,4.0,29.0,80.0,20.0,15.0,32.0,7.0,16.0,1.0,15.0
2334,17399,1,0,0,0,0,1.0,1.0,1,7.0,1291.0,585.0,638.0,1.0,46.0,128.0,25.0,15.0,31.0,5.0,9.142857142999999,0.0,0.0
2335,17405,0,0,1,0,1,1.0,4.0,1,8.0,677.0,468.0,506.0,2.0,60.0,186.0,40.0,40.0,30.0,3.0,14.30769231,0.0,0.0
2336,17412,0,0,0,1,1,1.0,4.0,1,3.0,950.0,324.0,331.0,22.0,99.0,727.0,20.0,11.0,37.0,5.0,9.95890411,0.0,0.0
2337,17418,0,1,0,0,1,1.0,3.0,1,8.0,244.0,213.0,238.0,32.0,45.0,47.0,15.0,15.0,36.0,3.0,7.833333333,0.0,0.0
2338,17422,0,0,0,1,1,1.0,7.0,1,8.0,1111.0,357.0,413.0,5.0,24.0,38.0,12.0,12.0,28.0,5.0,9.5,1.0,8.0
2339,17432,0,0,1,0,1,1.0,4.0,1,8.0,2165.0,518.0,543.0,11.0,88.0,260.0,5.0,5.0,19.0,1.0,5.0,1.0,5.0
2340,17435,0,1,0,0,1,1.0,2.0,1,2.0,556.0,285.0,297.0,19.0,57.0,122.0,20.0,20.0,37.0,2.0,13.55555556,0.0,0.0
2341,17438,1,0,0,0,1,1.0,4.0,1,8.0,1408.0,438.0,521.0,7.0,53.0,88.0,21.0,5.0,31.0,5.0,5.5,0.0,0.0
2342,17440,0,0,1,0,0,1.0,2.0,1,6.0,652.0,338.0,345.0,29.0,83.0,433.0,25.0,22.0,28.0,25.0,16.65384615,1.0,25.0
2343,17473,0,0,0,1,1,1.0,7.0,0,8.0,1855.0,422.0,543.0,0.0,47.0,60.0,20.0,5.0,37.0,2.0,8.571428571,1.0,5.0
2344,17474,0,1,0,0,1,1.0,4.0,0,8.0,1208.0,496.0,501.0,5.0,104.0,404.0,25.0,14.0,17.0,5.0,13.46666667,1.0,15.0
2345,17487,0,0,0,1,0,1.0,1.0,1,8.0,457.0,85.0,136.0,68.0,18.0,18.0,10.0,5.0,28.0,4.0,6.0,0.0,0.0
2346,17489,0,0,1,0,1,1.0,4.0,1,8.0,449.0,147.0,213.0,53.0,33.0,48.0,6.0,5.0,31.0,12.0,4.3636363639999995,1.0,5.0
2347,17490,0,0,0,1,1,1.0,4.0,0,8.0,775.0,224.0,254.0,12.0,20.0,30.0,30.0,30.0,36.0,5.0,30.0,0.0,0.0
2348,17495,0,0,0,1,1,1.0,6.0,1,8.0,3059.0,749.0,785.0,3.0,23.0,60.0,25.0,20.0,29.0,6.0,20.0,1.0,20.0
2349,17501,0,1,0,0,1,1.0,5.0,1,7.0,651.0,449.0,467.0,12.0,36.0,45.0,10.0,10.0,29.0,6.0,7.5,0.0,0.0
2350,17510,0,0,0,1,1,1.0,3.0,0,8.0,699.0,271.0,333.0,18.0,52.0,47.0,5.0,3.0,28.0,7.0,3.916666667,1.0,3.0
2351,17519,0,0,0,1,1,1.0,5.0,1,8.0,2610.0,616.0,621.0,5.0,22.0,30.0,15.0,15.0,32.0,5.0,15.0,1.0,30.0
2352,17531,0,0,1,0,1,1.0,5.0,0,9.0,765.0,646.0,761.0,0.0,69.0,144.0,15.0,10.0,31.0,8.0,9.6,1.0,16.0
2353,17533,0,0,0,1,1,1.0,6.0,1,5.0,2720.0,508.0,543.0,11.0,78.0,108.25,7.0,7.0,30.0,5.0,3.491935484,1.0,25.0
2354,17536,0,0,1,0,1,1.0,4.0,1,3.0,482.0,336.0,323.0,20.0,78.0,193.0,10.0,8.0,32.0,5.0,6.892857143,1.0,9.0
2355,17551,1,0,0,0,0,1.0,1.0,1,8.0,584.0,221.0,277.0,33.0,54.0,92.0,15.0,15.0,33.0,6.0,9.2,1.0,21.0
2356,17554,1,0,0,0,1,1.0,3.0,1,8.0,532.0,263.0,329.0,12.0,28.0,29.0,15.0,15.0,37.0,2.0,9.666666667000001,1.0,10.0
2357,17565,0,1,0,0,1,2.0,4.0,0,9.0,1806.0,821.0,856.0,4.0,42.0,107.0,20.0,20.0,30.0,20.0,13.375,0.0,0.0
2358,17586,0,0,1,0,1,1.0,7.0,1,8.0,1024.0,366.0,399.0,7.0,45.0,89.0,9.0,9.0,30.0,15.0,5.2352941180000006,1.0,7.0
2359,17589,0,0,0,1,1,1.0,4.0,1,9.0,916.0,395.0,449.0,10.0,93.0,246.0,14.0,14.0,33.0,9.0,8.785714286000001,1.0,10.0
2360,17591,0,0,0,1,0,1.0,4.0,0,8.0,1108.0,446.0,510.0,8.0,36.0,53.0,20.0,13.0,29.0,13.0,10.6,1.0,20.0
2361,17592,1,0,0,0,1,1.0,4.0,1,8.0,886.0,453.0,505.0,5.0,87.0,608.0,25.0,20.0,29.0,7.0,13.51111111,1.0,38.0
2362,17598,0,0,0,1,1,1.0,3.0,0,7.0,1034.0,455.0,482.0,0.0,47.0,86.0,20.0,20.0,30.0,4.0,12.28571429,0.0,0.0
2363,17599,0,1,0,0,0,1.0,3.0,0,4.0,530.0,295.0,319.0,19.0,82.0,242.0,12.0,9.0,32.0,7.0,7.5625,1.0,11.0
2364,17619,0,0,0,1,1,2.0,7.0,1,8.0,4349.0,535.0,597.0,9.0,38.0,45.0,6.0,5.0,30.0,4.0,4.5,1.0,7.0
2365,17624,1,0,0,0,1,1.0,5.0,0,8.0,1682.0,693.0,772.0,0.0,18.0,25.0,25.0,25.0,37.0,5.0,25.0,1.0,150.0
2366,17625,0,1,0,0,1,1.0,1.0,1,8.0,404.0,293.0,314.0,15.0,30.0,60.0,10.0,10.0,28.0,5.0,10.0,0.0,0.0
2367,17629,0,0,0,1,1,1.0,4.0,1,8.0,4270.0,498.0,661.0,7.0,38.0,129.0,14.0,6.0,32.0,3.0,11.72727273,0.0,0.0
2368,17638,0,0,0,1,0,1.0,3.0,0,2.0,783.0,248.0,259.0,35.0,55.0,87.0,10.0,10.0,31.0,6.0,7.25,1.0,11.0
2369,17644,0,0,0,1,1,1.0,2.0,0,3.0,585.0,325.0,371.0,24.0,50.0,90.0,11.0,10.0,32.0,5.0,9.0,1.0,10.0
2370,17645,0,0,0,1,1,1.0,4.0,1,8.0,1084.0,510.0,518.0,7.0,49.0,91.0,10.0,10.0,32.0,1.0,7.583333333,1.0,8.0
2371,17649,0,0,1,0,1,1.0,4.0,1,8.0,665.0,263.0,324.0,18.0,50.0,55.0,5.0,5.0,32.0,8.0,5.0,0.0,0.0
2372,17659,0,0,1,0,1,1.0,4.0,1,8.0,634.0,310.0,394.0,12.0,28.0,41.0,24.0,24.0,29.0,9.0,10.25,1.0,30.0
2373,17667,0,0,0,1,0,1.0,5.0,0,8.0,749.0,366.0,415.0,15.0,31.0,77.0,25.0,17.0,37.0,2.0,19.25,0.0,0.0
2374,17676,0,0,1,0,0,1.0,5.0,1,8.0,4367.0,1076.0,1032.0,3.0,16.0,15.0,15.0,15.0,37.0,5.0,15.0,0.0,0.0
2375,17685,0,0,1,0,0,1.0,2.0,1,1.0,289.0,222.0,218.0,26.0,78.0,211.0,15.0,10.0,37.0,2.0,7.2758620689999995,0.0,0.0
2376,17686,1,0,0,0,0,1.0,4.0,0,8.0,1481.0,413.0,472.0,11.0,27.0,32.0,5.0,4.0,34.0,1.0,4.0,1.0,4.0
2377,17688,0,0,1,0,0,1.0,6.0,0,8.0,1081.0,421.0,542.0,12.0,24.0,46.0,10.0,8.0,31.0,1.0,7.666666667,1.0,5.0
2378,17700,0,0,1,0,0,1.0,2.0,1,1.0,430.0,179.0,215.0,39.0,68.0,129.0,10.0,10.0,36.0,3.0,8.6,0.0,0.0
2379,17711,0,0,0,1,1,1.0,2.0,1,5.0,2327.0,393.0,476.0,23.0,57.0,54.0,5.0,5.0,30.0,38.0,2.842105263,0.0,0.0
2380,17713,0,0,0,1,0,1.0,1.0,1,8.0,1464.0,197.0,245.0,35.0,20.0,32.0,12.0,12.0,31.0,3.0,10.66666667,0.0,0.0
2381,17716,0,0,1,0,1,1.0,2.0,1,4.0,569.0,361.0,397.0,6.0,80.0,166.0,5.0,5.0,28.0,10.0,3.8604651160000003,0.0,0.0
2382,17720,0,0,0,1,1,1.0,4.0,1,8.0,2636.0,409.0,533.0,9.0,51.0,69.0,15.0,15.0,37.0,2.0,9.857142857000001,1.0,5.0
2383,17756,0,0,0,1,1,1.0,3.0,1,8.0,565.0,299.0,319.0,12.0,28.0,79.0,20.0,20.0,31.0,2.0,11.28571429,1.0,12.0
2384,17767,0,0,1,0,0,1.0,5.0,1,9.0,547.0,247.0,265.0,30.0,53.0,93.0,8.0,8.0,30.0,4.0,6.2,0.0,0.0
2385,17774,0,1,0,0,1,1.0,6.0,0,8.0,538.0,384.0,419.0,14.0,36.0,60.0,12.0,12.0,34.0,4.0,8.571428571,1.0,10.0
2386,17775,1,0,0,0,1,1.0,1.0,1,6.0,961.0,363.0,409.0,11.0,32.0,31.0,16.0,16.0,36.0,23.0,10.33333333,1.0,10.0
2387,17790,0,1,0,0,1,1.0,4.0,0,8.0,363.0,308.0,311.0,21.0,30.0,73.0,20.0,7.0,35.0,2.0,8.111111111,1.0,15.0
2388,17791,0,0,1,0,1,1.0,1.0,1,5.0,632.0,402.0,421.0,10.0,75.0,185.0,13.0,10.0,17.0,3.0,8.80952381,1.0,10.0
2389,17792,0,0,0,1,1,1.0,4.0,0,4.0,1715.0,479.0,540.0,0.0,67.0,137.0,10.0,10.0,31.0,12.0,7.6111111110000005,1.0,5.0
2390,17798,0,0,1,0,1,1.0,3.0,1,7.0,634.0,429.0,426.0,8.0,64.0,72.5,10.0,10.0,30.0,8.0,5.576923077000001,1.0,10.0
2391,17802,0,0,1,0,1,1.0,5.0,0,9.0,1366.0,754.0,724.0,5.0,69.0,105.0,10.0,5.0,30.0,18.0,6.5625,1.0,10.0
2392,17805,0,1,0,0,0,1.0,3.0,1,8.0,408.0,295.0,310.0,17.0,68.0,100.0,5.0,3.0,18.0,12.0,4.347826087,1.0,5.0
2393,17808,0,0,0,1,1,1.0,7.0,1,8.0,1726.0,530.0,593.0,3.0,23.0,115.0,50.0,50.0,30.0,7.0,28.75,1.0,30.0
2394,17812,1,0,0,0,1,1.0,5.0,1,2.0,618.0,256.0,291.0,27.0,54.0,126.0,11.0,10.0,31.0,4.0,9.692307692,0.0,0.0
2395,17826,0,0,1,0,1,1.0,4.0,1,9.0,1676.0,629.0,680.0,2.0,53.0,88.0,15.0,10.0,30.0,15.0,9.777777777999999,0.0,0.0
2396,17829,1,0,0,0,1,1.0,5.0,1,4.0,567.0,304.0,354.0,20.0,63.0,98.0,25.0,25.0,33.0,8.0,10.88888889,1.0,30.0
2397,17834,0,0,0,1,0,1.0,5.0,1,9.0,749.0,355.0,408.0,16.0,54.0,279.0,25.0,20.0,37.0,5.0,11.625,0.0,0.0
2398,17837,0,0,0,1,1,1.0,6.0,1,9.0,5067.0,1105.0,1002.0,5.0,46.0,107.0,20.0,20.0,36.0,3.0,13.375,1.0,30.0
2399,17848,0,0,0,1,1,1.0,4.0,1,6.0,1602.0,452.0,485.0,3.0,71.0,69.25,6.0,5.0,34.0,7.0,3.297619048,1.0,5.0
2400,17876,0,0,1,0,0,1.0,2.0,1,8.0,271.0,221.0,255.0,26.0,35.0,62.0,7.0,3.0,28.0,5.0,5.166666667,1.0,5.0
2401,17879,0,0,0,1,0,1.0,2.0,1,8.0,1842.0,183.0,246.0,27.0,26.0,41.0,15.0,10.0,18.0,5.0,10.25,0.0,0.0
2402,17881,0,0,0,1,0,1.0,2.0,1,4.0,228.0,273.0,290.0,23.0,52.0,245.0,20.0,20.0,28.0,11.0,14.41176471,1.0,20.0
2403,17891,0,0,0,1,1,1.0,5.0,0,8.0,1893.0,619.0,660.0,5.0,22.0,24.0,10.0,3.0,28.0,3.0,4.8,1.0,4.5
2404,17903,0,0,0,1,0,1.0,5.0,1,0.0,1023.0,178.0,229.0,42.0,63.0,286.0,25.0,24.0,25.0,3.0,17.875,1.0,20.0
2405,17904,0,0,1,0,1,1.0,2.0,0,2.0,430.0,318.0,368.0,20.0,77.0,147.0,12.0,0.0,17.0,13.0,8.647058824,1.0,5.0
2406,17907,1,0,0,0,1,1.0,4.0,1,8.0,503.0,314.0,311.0,18.0,36.0,33.0,10.0,6.0,33.0,3.0,4.714285714,1.0,5.0
2407,17916,0,0,0,1,1,1.0,7.0,1,6.0,1513.0,611.0,634.0,0.0,52.0,80.0,15.0,13.0,30.0,5.0,10.0,0.0,0.0
2408,17919,0,1,0,0,1,1.0,4.0,1,6.0,612.0,393.0,428.0,6.0,80.0,160.0,7.0,3.0,28.0,6.0,4.848484849,1.0,4.0
2409,17922,0,1,0,0,1,1.0,1.0,1,0.0,248.0,209.0,238.0,36.0,70.0,105.0,25.0,25.0,31.0,15.0,5.0,1.0,5.0
2410,17925,0,0,1,0,1,1.0,7.0,1,5.0,1251.0,524.0,558.0,1.0,47.0,102.0,15.0,13.0,31.0,4.0,10.2,0.0,0.0
2411,17927,0,1,0,0,0,1.0,2.0,1,2.0,489.0,274.0,304.0,21.0,144.0,1622.0,1000.0,5.0,24.0,5.0,23.85294118,1.0,8.0
2412,17930,0,0,0,1,1,1.0,4.0,1,8.0,2110.0,161.0,229.0,46.0,23.0,28.0,10.0,7.0,32.0,4.0,7.0,0.0,0.0
2413,17938,0,1,0,0,0,1.0,2.0,1,8.0,420.0,262.0,280.0,27.0,20.0,34.0,12.0,12.0,30.0,5.0,11.33333333,0.0,0.0
2414,17950,0,0,1,0,1,1.0,4.0,0,6.0,635.0,411.0,470.0,13.0,54.0,139.0,20.0,20.0,29.0,5.0,11.58333333,0.0,0.0
2415,17974,0,0,0,1,1,1.0,4.0,1,8.0,744.0,357.0,384.0,0.0,37.0,58.0,15.0,4.0,29.0,5.0,5.272727273,0.0,0.0
2416,17975,0,1,0,0,0,1.0,3.0,0,1.0,323.0,267.0,303.0,22.0,57.0,79.0,7.0,5.0,30.0,9.0,4.9375,1.0,4.0
2417,17976,0,0,1,0,0,1.0,2.0,1,1.0,367.0,228.0,275.0,33.0,38.0,81.0,11.0,10.0,31.0,0.0,9.0,1.0,10.0
2418,17978,0,0,0,1,1,1.0,7.0,0,2.0,2661.0,643.0,680.0,5.0,79.0,91.0,6.0,3.0,29.0,6.0,3.37037037,0.0,0.0
2419,17980,0,1,0,0,1,1.0,6.0,1,8.0,1277.0,481.0,559.0,8.0,72.0,137.0,11.0,9.0,31.0,7.0,6.85,0.0,0.0
2420,17984,0,0,0,1,1,2.0,4.0,0,8.0,1068.0,519.0,565.0,1.0,36.0,32.0,6.0,5.0,31.0,4.0,4.571428571,0.0,0.0
2421,17985,0,0,0,1,1,1.0,4.0,1,5.0,1976.0,281.0,297.0,11.0,41.0,179.0,15.0,8.0,31.0,4.0,8.95,0.0,0.0
2422,17990,1,0,0,0,0,1.0,2.0,0,8.0,964.0,433.0,505.0,12.0,28.0,68.0,10.0,10.0,29.0,6.0,7.555555556,1.0,10.0
2423,18003,0,1,0,0,1,1.0,2.0,1,8.0,588.0,271.0,335.0,15.0,23.0,25.0,15.0,5.0,32.0,8.0,8.333333332999999,1.0,10.0
2424,18007,0,0,0,1,1,1.0,7.0,0,8.0,3941.0,786.0,811.0,1.0,24.0,100.0,50.0,50.0,31.0,4.0,33.33333333,1.0,20.0
2425,18016,0,0,1,0,0,1.0,2.0,1,8.0,545.0,185.0,230.0,43.0,23.0,36.0,21.0,21.0,37.0,7.0,18.0,0.0,0.0
2426,18017,1,0,0,0,1,1.0,7.0,1,8.0,1676.0,675.0,752.0,2.0,42.0,48.0,11.0,8.0,29.0,11.0,6.857142857,0.0,0.0
2427,18020,0,1,0,0,0,1.0,6.0,1,8.0,1066.0,557.0,592.0,1.0,25.0,50.0,20.0,20.0,31.0,6.0,16.66666667,0.0,0.0
2428,18042,0,1,0,0,0,1.0,2.0,1,8.0,744.0,393.0,416.0,0.0,61.0,95.0,10.0,5.0,23.0,4.0,5.9375,0.0,0.0
2429,18050,0,0,0,1,1,1.0,4.0,1,8.0,1939.0,560.0,600.0,2.0,81.0,117.0,9.0,5.0,21.0,15.0,6.157894737,1.0,5.0
2430,18056,0,0,0,1,1,1.0,2.0,1,1.0,504.0,219.0,314.0,35.0,73.0,102.0,5.0,5.0,31.0,11.0,3.0,1.0,3.0
2431,18059,1,0,0,0,1,1.0,2.0,1,7.0,731.0,410.0,374.0,17.0,78.0,175.0,6.0,5.0,30.0,4.0,5.0,1.0,5.0
2432,18073,0,0,0,1,0,1.0,6.0,1,8.0,3976.0,1022.0,989.0,0.0,35.0,66.0,25.0,25.0,37.0,6.0,8.25,1.0,10.0
2433,18077,0,0,0,1,1,1.0,4.0,0,8.0,910.0,453.0,491.0,8.0,17.0,25.0,25.0,25.0,37.0,5.0,25.0,1.0,25.0
2434,18108,1,0,0,0,1,1.0,5.0,1,8.0,527.0,250.0,303.0,28.0,21.0,20.0,15.0,15.0,37.0,4.0,10.0,0.0,0.0
2435,18110,0,1,0,0,0,1.0,3.0,0,8.0,900.0,398.0,425.0,5.0,36.0,83.0,20.0,19.0,31.0,11.0,16.6,1.0,23.0
2436,18114,0,0,1,0,1,1.0,7.0,1,7.0,901.0,482.0,505.0,4.0,72.0,196.0,20.0,20.0,32.0,13.0,15.07692308,1.0,25.0
2437,18115,0,0,1,0,1,1.0,3.0,0,8.0,487.0,399.0,373.0,21.0,37.0,60.0,15.0,15.0,31.0,5.0,10.0,1.0,13.0
2438,18116,1,0,0,0,1,1.0,4.0,1,8.0,1224.0,431.0,497.0,11.0,33.0,39.0,10.0,10.0,32.0,11.0,7.8,0.0,0.0
2439,18121,0,0,0,1,1,1.0,5.0,1,8.0,957.0,506.0,528.0,13.0,19.0,23.0,15.0,15.0,29.0,8.0,11.5,1.0,15.0
2440,18135,0,0,1,0,1,1.0,4.0,0,6.0,1401.0,756.0,812.0,2.0,52.0,246.0,32.0,25.0,31.0,3.0,17.57142857,0.0,0.0
2441,18145,0,0,0,1,0,1.0,2.0,0,5.0,1424.0,433.0,420.0,6.0,68.0,117.0,5.0,3.0,28.0,13.0,4.5,1.0,4.0
2442,18153,0,0,1,0,1,1.0,4.0,1,3.0,629.0,429.0,443.0,8.0,86.0,226.0,10.0,5.0,28.0,5.0,4.612244898,0.0,0.0
2443,18157,0,1,0,0,1,1.0,5.0,0,8.0,1126.0,591.0,636.0,3.0,34.0,73.0,10.0,6.0,28.0,4.0,6.6363636360000005,1.0,12.0
2444,18162,0,0,0,1,1,1.0,4.0,1,6.0,2435.0,766.0,852.0,2.0,94.0,157.0,10.0,10.0,33.0,13.0,7.85,0.0,0.0
2445,18173,0,0,0,1,1,1.0,3.0,0,5.0,1029.0,376.0,395.0,11.0,46.0,155.0,30.0,25.0,34.0,3.0,17.22222222,0.0,0.0
2446,18178,0,0,0,1,0,1.0,5.0,0,7.0,1866.0,506.0,506.0,5.0,38.0,36.0,15.0,15.0,37.0,11.0,9.0,0.0,0.0
2447,18180,0,0,1,0,0,1.0,7.0,1,8.0,437.0,325.0,338.0,14.0,25.0,36.0,16.0,10.0,35.0,5.0,12.0,0.0,0.0
2448,18182,1,0,0,0,0,1.0,2.0,0,8.0,684.0,297.0,357.0,22.0,59.0,124.0,12.0,11.0,32.0,4.0,9.538461539,0.0,0.0
2449,18202,0,0,0,1,0,1.0,7.0,0,9.0,2564.0,516.0,640.0,11.0,54.0,119.0,11.0,8.0,28.0,3.0,7.933333332999999,1.0,9.0
2450,18207,0,0,0,1,1,1.0,3.0,1,8.0,1133.0,411.0,462.0,10.0,63.0,125.0,21.0,15.0,19.0,2.0,13.88888889,1.0,15.0
2451,18215,1,0,0,0,1,3.0,4.0,0,8.0,959.0,569.0,658.0,3.0,28.0,27.0,6.0,6.0,30.0,5.0,4.5,0.0,0.0
2452,18216,0,0,0,1,1,1.0,7.0,1,8.0,2197.0,579.0,626.0,2.0,71.0,125.0,10.0,7.0,29.0,5.0,5.952380952,1.0,6.0
2453,18217,0,0,0,1,1,1.0,5.0,1,8.0,1575.0,425.0,437.0,12.0,40.0,111.0,25.0,20.0,31.0,77.0,13.875,1.0,20.0
2454,18222,0,0,1,0,1,1.0,3.0,1,8.0,379.0,254.0,284.0,29.0,49.0,66.0,7.0,5.0,29.0,3.0,5.076923077,1.0,5.0
2455,18223,1,0,0,0,1,1.0,6.0,0,6.0,656.0,374.0,387.0,11.0,55.0,96.0,15.0,15.0,29.0,2.0,9.6,1.0,18.0
2456,18228,0,0,0,1,1,3.0,3.0,1,8.0,949.0,273.0,315.0,24.0,32.0,108.0,12.0,12.0,29.0,3.0,10.8,0.0,0.0
2457,18236,0,1,0,0,1,1.0,3.0,1,4.0,591.0,361.0,403.0,13.0,49.0,55.0,21.0,21.0,37.0,7.0,11.0,1.0,21.0
